"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29"
"1179",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,3,0
"1180",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,1,1
"1181",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,2,5,5,5,5,5,5,5,5,1,0
"1182",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,2,1
"1183",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,5,15,0
"1184",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,5,3,1
"1185",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,5,5,5,5,5,5,5,5,5,3,0
"1186",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,3,5,5,5,5,5,5,5,5,5,2,0
"1187",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,1,5,5,5,5,5,5,5,5,9,0
"1188",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,1,5,5,5,5,5,5,5,5,3,1
"1189",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,2,5,5,5,5,5,5,5,5,1,0
"1190",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,2,5,5,5,5,5,5,5,5,2,1
"1191",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,1,5,5,5,5,5,5,5,2,0
"1192",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,2,5,5,5,5,5,5,5,4,0
"1193",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,2,5,5,5,5,5,5,1,1
"1194",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,1,5,5,5,5,5,1,0
"1195",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,2,5,5,5,5,5,4,0
"1196",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,2,5,5,5,5,5,3,1
"1197",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,2,5,5,5,5,1,0
"1198",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,2,5,5,5,2,0
"1199",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,2,5,5,5,1,1
"1200",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,1,5,5,1,1
"1201",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,2,5,5,2,0
"1202",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,2,5,5,3,1
"1203",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,61,0
"1204",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,40,1
"1205",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,5,5,5,5,5,5,5,5,5,11,0
"1206",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,5,5,5,5,5,5,5,5,5,1,1
"1207",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,4,5,5,5,5,5,5,5,5,5,2,0
"1208",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,2,5,5,5,5,5,5,5,5,15,0
"1209",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,2,5,5,5,5,5,5,5,5,3,1
"1210",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,2,5,5,5,5,5,5,5,1,0
"1211",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,2,5,5,5,5,5,5,5,1,1
"1212",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,4,5,5,5,5,5,5,5,1,0
"1213",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,4,5,5,5,5,5,5,5,1,1
"1214",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,2,5,5,5,5,5,5,5,0
"1215",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,2,5,5,5,5,5,5,1,1
"1216",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,2,5,5,5,5,5,7,0
"1217",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,2,5,5,5,5,5,2,1
"1218",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,2,5,5,5,5,1,0
"1219",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,2,5,5,5,1,0
"1220",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,2,5,5,3,0
"1221",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,2,5,5,3,1
"1222",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,58,0
"1223",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,21,1
"1224",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,5,5,5,5,5,5,5,5,1,0
"1225",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,1,5,5,5,5,5,5,5,5,1,1
"1226",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,2,5,5,5,5,5,5,5,5,1,1
"1227",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,1,5,5,5,5,5,1,0
"1228",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,1,5,5,5,5,5,1,1
"1229",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,2,5,5,5,5,5,2,0
"1230",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,2,5,5,5,5,5,1,1
"1231",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,2,5,5,1,0
"1232",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,13,0
"1233",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,10,1
"1234",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,2,0
"1235",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,2,5,5,5,5,5,2,0
"1236",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,2,5,5,5,5,5,1,1
"1237",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,1,0
"1238",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,1,0
"1239",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,24,0
"1240",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,12,1
"1241",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,72,0
"1242",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,15,1
"1243",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,5,5,5,5,5,5,5,5,1,0
"1244",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,5,5,5,5,5,5,5,5,1,1
"1245",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,1,5,5,5,5,5,5,5,14,0
"1246",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,1,5,5,5,5,5,5,5,4,1
"1247",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,2,5,5,5,5,5,5,5,1,0
"1248",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,2,5,5,5,5,5,5,5,2,1
"1249",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,1,5,5,5,5,5,5,23,0
"1250",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,1,5,5,5,5,5,5,6,1
"1251",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,2,5,5,5,5,5,5,8,0
"1252",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,1,5,5,5,5,5,5,0
"1253",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,2,5,5,5,5,5,9,0
"1254",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,2,5,5,5,5,5,6,1
"1255",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,1,1
"1256",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,2,5,5,1,0
"1257",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,2,5,5,1,1
"1258",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,191,0
"1259",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,79,1
"1260",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,5,5,5,5,5,5,5,5,61,0
"1261",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,5,5,5,5,5,5,5,5,15,1
"1262",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,2,5,5,5,5,5,5,5,13,0
"1263",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,2,5,5,5,5,5,5,5,3,1
"1264",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,2,5,5,5,5,5,5,8,0
"1265",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,2,5,5,5,5,5,5,1,1
"1266",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,2,5,5,5,5,5,9,0
"1267",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,2,5,5,5,5,5,1,1
"1268",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,2,5,5,1,0
"1269",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,2,5,5,2,1
"1270",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,2,1,0
"1271",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,106,0
"1272",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,34,1
"1273",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,1,5,5,5,5,5,5,5,5,1,0
"1274",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,3,5,5,5,5,5,5,5,2,0
"1275",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,3,5,5,5,5,5,5,5,3,1
"1276",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,3,5,5,5,5,5,5,1,0
"1277",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,4,5,5,5,5,5,5,1,0
"1278",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,1,5,5,5,5,5,2,0
"1279",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,1,5,5,5,5,5,1,1
"1280",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,2,5,5,5,5,5,1,1
"1281",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,2,5,5,1,1
"1282",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,4,5,1,0
"1283",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,21,0
"1284",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,14,1
"1285",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,5,5,5,5,5,5,5,5,3,0
"1286",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,2,5,5,5,5,5,1,0
"1287",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,2,5,5,5,0
"1288",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,2,5,5,1,1
"1289",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,1,0
"1290",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,33,0
"1291",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,15,1
"1292",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,52,0
"1293",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,12,1
"1294",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,5,5,5,5,5,5,5,2,0
"1295",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,1,5,5,5,5,5,5,52,0
"1296",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,1,5,5,5,5,5,5,13,1
"1297",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,2,5,5,5,5,5,5,24,0
"1298",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,2,5,5,5,5,5,5,3,1
"1299",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,1,5,5,5,5,5,17,0
"1300",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,1,5,5,5,5,5,4,1
"1301",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,2,5,5,5,5,5,17,0
"1302",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,2,5,5,5,5,5,7,1
"1303",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,1,5,5,5,5,1,0
"1304",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,2,5,5,5,5,2,0
"1305",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,1,5,5,5,1,1
"1306",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,2,5,5,5,6,0
"1307",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,2,5,5,5,3,1
"1308",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,4,5,5,5,1,0
"1309",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,1,5,5,1,0
"1310",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,1,5,5,1,1
"1311",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,2,5,5,6,0
"1312",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,2,5,5,3,1
"1313",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,1,5,1,1
"1314",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,2,2,0
"1315",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,156,0
"1316",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,67,1
"1317",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,5,5,5,5,5,5,5,41,0
"1318",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,5,5,5,5,5,5,5,8,1
"1319",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,2,5,5,5,5,5,5,43,0
"1320",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,2,5,5,5,5,5,5,7,1
"1321",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,4,5,5,5,5,5,5,1,0
"1322",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,2,5,5,5,5,5,68,0
"1323",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,2,5,5,5,5,5,13,1
"1324",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,2,5,5,5,5,5,0
"1325",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,4,5,5,5,5,4,0
"1326",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,2,5,5,5,4,0
"1327",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,2,5,5,5,1,1
"1328",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,4,5,5,5,2,0
"1329",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,4,5,5,5,1,1
"1330",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,2,5,5,27,0
"1331",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,2,5,5,6,1
"1332",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,2,5,2,0
"1333",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,2,5,1,1
"1334",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,414,0
"1335",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,96,1
"1336",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,1,1
"1337",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,2,5,5,1,0
"1338",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,1
"1339",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,38,0
"1340",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,10,1
"1341",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,5,5,5,5,5,5,4,0
"1342",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,5,5,5,5,5,5,1,1
"1343",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,1,5,5,5,5,5,7,0
"1344",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,1,5,5,5,5,5,1,1
"1345",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,2,5,5,5,5,5,8,0
"1346",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,2,5,5,5,5,5,3,1
"1347",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,1,5,5,5,5,1,1
"1348",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,2,5,5,5,5,2,0
"1349",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,2,5,5,5,10,0
"1350",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,2,5,5,5,1,1
"1351",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,2,5,5,4,0
"1352",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,106,0
"1353",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,33,1
"1354",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,5,5,5,5,5,5,17,0
"1355",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,5,5,5,5,5,5,2,1
"1356",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,2,5,5,5,5,5,17,0
"1357",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,2,5,5,5,5,5,3,1
"1358",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,2,5,5,5,5,1,0
"1359",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,2,5,5,5,5,1,1
"1360",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,2,5,5,5,4,0
"1361",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,2,5,5,5,1,1
"1362",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,2,5,5,3,0
"1363",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,2,5,1,0
"1364",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,2,2,0
"1365",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,68,0
"1366",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,22,1
"1367",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,1,5,5,5,5,5,5,1,0
"1368",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,5,5,5,5,5,2,0
"1369",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,1,5,5,5,5,5,1,0
"1370",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,1,5,5,2,1
"1371",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,2,5,5,1,1
"1372",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,11,0
"1373",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,14,1
"1374",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,1,0
"1375",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,2,5,5,5,5,5,3,0
"1376",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,1,0
"1377",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,2,5,5,4,0
"1378",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,2,5,5,1,1
"1379",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,16,0
"1380",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,6,1
"1381",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,72,0
"1382",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,20,1
"1383",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,5,5,5,5,5,18,0
"1384",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,5,5,5,5,5,2,1
"1385",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,1,5,5,5,5,4,0
"1386",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,2,5,5,5,5,4,0
"1387",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,2,5,5,5,5,1,1
"1388",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,1,5,5,5,15,0
"1389",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,1,5,5,5,3,1
"1390",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,2,5,5,5,14,0
"1391",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,2,5,5,5,3,1
"1392",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,1,5,5,6,0
"1393",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,1,5,5,1,1
"1394",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,2,5,5,2,0
"1395",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,2,5,5,1,1
"1396",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,2,5,1,0
"1397",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,2,5,3,1
"1398",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,1,3,0
"1399",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,1,2,1
"1400",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,2,9,0
"1401",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,2,2,1
"1402",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,263,0
